"fashion",": the prevailing style (as in dress) during a particular time : a garment in such a style : a prevailing custom, usage, or style : social standing or prominence especially as signalized by dress or conduct : mode of action or operation : a distinctive or peculiar and often habitual manner or way : the make or form of something : KIND, SORT"
"fashionable",": conforming to the custom, fashion, or established mode : of or relating to the world of fashion"
"fashioned",": the prevailing style (as in dress) during a particular time : a garment in such a style : a prevailing custom, usage, or style : social standing or prominence especially as signalized by dress or conduct : mode of action or operation : a distinctive or peculiar and often habitual manner or way : the make or form of something : KIND, SORT"
"fashions",": the prevailing style (as in dress) during a particular time : a garment in such a style : a prevailing custom, usage, or style : social standing or prominence especially as signalized by dress or conduct : mode of action or operation : a distinctive or peculiar and often habitual manner or way : the make or form of something : KIND, SORT"
"fast",": firmly fixed : tightly shut : adhering firmly : not easily freed : STUCK : STABLE : firmly loyal : characterized by quick motion, operation, or effect: : moving or able to move rapidly : SWIFT : taking a comparatively short time : imparting quickness of motion : accomplished quickly : agile of mind : quick to learn : conducive to rapidity of play or action : indicating in advance of what is correct : according to or being daylight saving time : contributing to a shortening of exposure time : acquired with unusually little effort and often by shady or dishonest methods : securely attached : TENACIOUS : sound asleep : not easily disturbed : not fading or changing color readily : actively seeking excitement and pleasure : WILD : sexually promiscuous : resistant to change (as from destructive action or fading)"
"fastball",": a baseball pitch thrown at full speed and often appearing to rise slightly as it nears the plate"
"fastened",": to attach especially by pinning, tying, or nailing : to make fast and secure : to fix firmly or securely : to secure against opening : to fix or set steadily : to take a firm grip with : to attach (oneself) persistently and usually objectionably : to place forcefully : IMPOSE"
"faster",": firmly fixed : tightly shut : adhering firmly : not easily freed : STUCK : STABLE : firmly loyal : characterized by quick motion, operation, or effect: : moving or able to move rapidly : SWIFT : taking a comparatively short time : imparting quickness of motion : accomplished quickly : agile of mind : quick to learn : conducive to rapidity of play or action : indicating in advance of what is correct : according to or being daylight saving time : contributing to a shortening of exposure time : acquired with unusually little effort and often by shady or dishonest methods : securely attached : TENACIOUS : sound asleep : not easily disturbed : not fading or changing color readily : actively seeking excitement and pleasure : WILD : sexually promiscuous : resistant to change (as from destructive action or fading)"
"fastest",": firmly fixed : tightly shut : adhering firmly : not easily freed : STUCK : STABLE : firmly loyal : characterized by quick motion, operation, or effect: : moving or able to move rapidly : SWIFT : taking a comparatively short time : imparting quickness of motion : accomplished quickly : agile of mind : quick to learn : conducive to rapidity of play or action : indicating in advance of what is correct : according to or being daylight saving time : contributing to a shortening of exposure time : acquired with unusually little effort and often by shady or dishonest methods : securely attached : TENACIOUS : sound asleep : not easily disturbed : not fading or changing color readily : actively seeking excitement and pleasure : WILD : sexually promiscuous : resistant to change (as from destructive action or fading)"
"fasting",": firmly fixed : tightly shut : adhering firmly : not easily freed : STUCK : STABLE : firmly loyal : characterized by quick motion, operation, or effect: : moving or able to move rapidly : SWIFT : taking a comparatively short time : imparting quickness of motion : accomplished quickly : agile of mind : quick to learn : conducive to rapidity of play or action : indicating in advance of what is correct : according to or being daylight saving time : contributing to a shortening of exposure time : acquired with unusually little effort and often by shady or dishonest methods : securely attached : TENACIOUS : sound asleep : not easily disturbed : not fading or changing color readily : actively seeking excitement and pleasure : WILD : sexually promiscuous : resistant to change (as from destructive action or fading)"
"fat",": notable for having an unusual amount of fat: : PLUMP : having excessive body fat : fattened for market : OILY, GREASY : well filled out : THICK, BIG : full in tone and quality : RICH : well stocked : PROSPEROUS, WEALTHY : being substantial and impressive : richly rewarding or profitable : practically nonexistent : PRODUCTIVE, FERTILE : STUPID, FOOLISH : being swollen : easy to hit"
"fatal",": causing death : bringing ruin : causing failure : determining one's fate : of or relating to fate : resembling fate in proceeding according to a fixed sequence : FATEFUL : FATED"
"fatalities",": the quality or state of causing death or destruction : the quality or condition of being destined for disaster : something established by fate : FATE sense 1 : FATALISM : the agent or agency of fate : death resulting from a disaster : one that experiences a fatal outcome"
"fatality",": the quality or state of causing death or destruction : the quality or condition of being destined for disaster : something established by fate : FATE sense 1 : FATALISM : the agent or agency of fate : death resulting from a disaster : one that experiences a fatal outcome"
"fatally",": in a way determined by fate : in a manner suggesting fate or an act of fate: such as : in a manner resulting in death : MORTALLY : beyond repair : IRREVOCABLY : in a manner resulting in ruin or evil : in a manner that cannot be easily resisted"
"fate",": the will or principle or determining cause by which things in general are believed to come to be as they are or events to happen as they do : DESTINY : an inevitable and often adverse outcome, condition, or end : DISASTER : DEATH : final outcome : the expected result of normal development : the circumstances that befall someone or something : the three goddesses, Atropos, Clotho, and Lachesis, who determine the course of human life in classical mythology"
"fated",": decreed, controlled, or marked by fate"
"fateful",": having a quality of ominous prophecy : involving momentous consequences : DECISIVE : DEADLY, CATASTROPHIC : controlled by fate : FOREORDAINED"
"fates",": the will or principle or determining cause by which things in general are believed to come to be as they are or events to happen as they do : DESTINY : an inevitable and often adverse outcome, condition, or end : DISASTER : DEATH : final outcome : the expected result of normal development : the circumstances that befall someone or something : the three goddesses, Atropos, Clotho, and Lachesis, who determine the course of human life in classical mythology"
"father",": a male parent : a man who has begotten a child : a male animal who has sired an offspring : GOD sense 1 : the first person of the Trinity (see TRINITY sense 1) : FOREFATHER : one related to another in a way suggesting that of father to child : an old man : a pre-Scholastic (see SCHOLASTIC sense 1a) Christian writer accepted by the church as an authoritative witness to its teaching and practice : one that originates or institutes : SOURCE : PROTOTYPE : a priest of the regular clergy : PRIEST : one of the leading men (as of a city)"
"fathers",": a male parent : a man who has begotten a child : a male animal who has sired an offspring : GOD sense 1 : the first person of the Trinity (see TRINITY sense 1) : FOREFATHER : one related to another in a way suggesting that of father to child : an old man : a pre-Scholastic (see SCHOLASTIC sense 1a) Christian writer accepted by the church as an authoritative witness to its teaching and practice : one that originates or institutes : SOURCE : PROTOTYPE : a priest of the regular clergy : PRIEST : one of the leading men (as of a city)"
"fathom",": a unit of length equal to six feet (1.83 meters) used especially for measuring the depth of water : COMPREHENSION"
"fatigue",": LABOR : manual or menial work (such as the cleaning up of a camp area) performed by military personnel : the uniform or work clothing worn on fatigue and in the field : weariness or exhaustion from labor, exertion, or stress : the temporary loss of power to respond that is induced in a sensory receptor (see RECEPTOR sense a) or motor (see MOTOR entry 2 sense 1) end organ by continued stimulation : a state or attitude of indifference or apathy brought on by overexposure (as to a repeated series of similar events or appeals) see also COMPASSION FATIGUE : the tendency of a material to break under repeated stress"
"fats",": notable for having an unusual amount of fat: : PLUMP : having excessive body fat : fattened for market : OILY, GREASY : well filled out : THICK, BIG : full in tone and quality : RICH : well stocked : PROSPEROUS, WEALTHY : being substantial and impressive : richly rewarding or profitable : practically nonexistent : PRODUCTIVE, FERTILE : STUPID, FOOLISH : being swollen : easy to hit"
"fatter",": notable for having an unusual amount of fat: : PLUMP : having excessive body fat : fattened for market : OILY, GREASY : well filled out : THICK, BIG : full in tone and quality : RICH : well stocked : PROSPEROUS, WEALTHY : being substantial and impressive : richly rewarding or profitable : practically nonexistent : PRODUCTIVE, FERTILE : STUPID, FOOLISH : being swollen : easy to hit"
"fatty",": containing fat especially in unusual amounts : unduly stout : CORPULENT : GREASY : derived from or chemically related to fat"
"faucet",": a fixture for drawing or regulating the flow of liquid especially from a pipe"
"fault",": WEAKNESS, FAILING : a moral weakness less serious than a vice : a physical or intellectual imperfection or impairment : DEFECT : an error especially in service in a net or racket game : responsibility for wrongdoing or failure : MISTAKE : MISDEMEANOR : a fracture in the crust of a planet (such as the earth) or moon accompanied by a displacement of one side of the fracture with respect to the other usually in a direction parallel to the fracture : LACK"
"faults",": WEAKNESS, FAILING : a moral weakness less serious than a vice : a physical or intellectual imperfection or impairment : DEFECT : an error especially in service in a net or racket game : responsibility for wrongdoing or failure : MISTAKE : MISDEMEANOR : a fracture in the crust of a planet (such as the earth) or moon accompanied by a displacement of one side of the fracture with respect to the other usually in a direction parallel to the fracture : LACK"
"faulty",": marked by fault or defect : IMPERFECT"
"fauna",": animal life : the animals characteristic of a region, period, or special environment compare FLORA"
"faux",": not real or genuine: such as : made to look like something else that is usually more valuable : IMITATION, FAKE : not sincere"
"fav",": FAVORITE"
"fave",": FAVORITE"
"favor",": friendly regard shown toward another especially by a superior : approving consideration or attention : APPROBATION : PARTIALITY : LENIENCY : PERMISSION : POPULARITY : APPEARANCE : FACE : a facial feature : gracious kindness : an act of such kindness : AID, ASSISTANCE : effort in one's behalf or interest : ATTENTION : a token of love (such as a ribbon) usually worn conspicuously : a small gift or decorative item given out at a party : BADGE : a special privilege or right granted or conceded : sexual privileges : LETTER : BEHALF, INTEREST"
"favorable",": disposed to favor : PARTIAL : expressing approval : COMMENDATORY : giving a result that is in one's favor : AFFIRMATIVE : winning approval : PLEASING : tending to promote or facilitate : ADVANTAGEOUS : marked by success"
"favorably",": disposed to favor : PARTIAL : expressing approval : COMMENDATORY : giving a result that is in one's favor : AFFIRMATIVE : winning approval : PLEASING : tending to promote or facilitate : ADVANTAGEOUS : marked by success"
"favored",": having an appearance or features of a particular kind : endowed with special advantages or gifts : providing preferential treatment"
"favoring",": providing or tending to provide help in moving forward : being in one's favor : ADVANTAGEOUS"
"favorite",": one that is treated or regarded with special favor or liking : a person who is specially loved, trusted, or provided with favors by someone of high rank or authority : a competitor judged most likely to win"
"favorites",": one that is treated or regarded with special favor or liking : a person who is specially loved, trusted, or provided with favors by someone of high rank or authority : a competitor judged most likely to win"
"favors",": friendly regard shown toward another especially by a superior : approving consideration or attention : APPROBATION : PARTIALITY : LENIENCY : PERMISSION : POPULARITY : APPEARANCE : FACE : a facial feature : gracious kindness : an act of such kindness : AID, ASSISTANCE : effort in one's behalf or interest : ATTENTION : a token of love (such as a ribbon) usually worn conspicuously : a small gift or decorative item given out at a party : BADGE : a special privilege or right granted or conceded : sexual privileges : LETTER : BEHALF, INTEREST"
"favour","Definition not found"
"favoured","Definition not found"
"favours","Definition not found"
"fawn",": to court favor by a cringing or flattering manner : to show affection"
"fax",": FACSIMILE sense 2 : a device used to send or receive facsimile communications : a facsimile communication"
"fay",": to fit or join closely or tightly"
"fear",": an unpleasant often strong emotion caused by anticipation or awareness of danger : an instance of this emotion : a state marked by this emotion : anxious concern : SOLICITUDE : profound reverence and awe especially toward God : reason for alarm : DANGER"
"feared",": producing fear in others : regarded with fear"
"fearful",": causing or likely to cause fear, fright, or alarm especially because of dangerous quality : full of fear : indicating or arising from fear : inclined to fear : TIMOROUS : very great or bad"
"fearing",": an unpleasant often strong emotion caused by anticipation or awareness of danger : an instance of this emotion : a state marked by this emotion : anxious concern : SOLICITUDE : profound reverence and awe especially toward God : reason for alarm : DANGER"
"fearless",": free from fear : BRAVE"
"fears",": an unpleasant often strong emotion caused by anticipation or awareness of danger : an instance of this emotion : a state marked by this emotion : anxious concern : SOLICITUDE : profound reverence and awe especially toward God : reason for alarm : DANGER"
"fearsome",": causing fear : INTENSE, EXTREME : TIMID, TIMOROUS"
"feasibility",": capable of being done or carried out : capable of being used or dealt with successfully : SUITABLE : REASONABLE, LIKELY"
"feasible",": capable of being done or carried out : capable of being used or dealt with successfully : SUITABLE : REASONABLE, LIKELY"
"feast",": an elaborate and usually abundant meal often accompanied by a ceremony or entertainment : BANQUET : something that gives unusual or abundant enjoyment : ABUNDANCE, PROFUSION : a periodic religious observance commemorating an event or honoring a deity, person, or thing"
"feat",": a deed notable especially for courage : an act or product of skill, endurance, or ingenuity : ACT, DEED"
"feather",": any of the light, horny, epidermal outgrowths that form the external covering of the body of birds : PLUME sense 2a : the vane of an arrow : PLUMAGE : KIND, NATURE : ATTIRE, DRESS : CONDITION, MOOD : COMPOSURE : FEATHERING sense 2 : a projecting strip, rib, fin, or flange : a feathery flaw in the eye or in a precious stone : the act of feathering an oar"
"feathered",": having feathers : covered or decorated with feathers"
"feathers",": any of the light, horny, epidermal outgrowths that form the external covering of the body of birds : PLUME sense 2a : the vane of an arrow : PLUMAGE : KIND, NATURE : ATTIRE, DRESS : CONDITION, MOOD : COMPOSURE : FEATHERING sense 2 : a projecting strip, rib, fin, or flange : a feathery flaw in the eye or in a precious stone : the act of feathering an oar"
"feats",": a deed notable especially for courage : an act or product of skill, endurance, or ingenuity : ACT, DEED"
"feature",": the structure, form, or appearance especially of a person : physical beauty : the makeup or appearance of the face or its parts : a part of the face : LINEAMENT : a prominent part or characteristic : any of the properties (such as voice or gender) that are characteristic of a grammatical element (such as a phoneme or morpheme) : one that is distinctive : a special attraction: such as : a featured motion picture : a featured article, story, or department in a newspaper or magazine : something offered to the public or advertised as particularly attractive"
"featured",": having facial features of a particular kind : displayed, advertised, or presented as a special attraction"
"features",": the structure, form, or appearance especially of a person : physical beauty : the makeup or appearance of the face or its parts : a part of the face : LINEAMENT : a prominent part or characteristic : any of the properties (such as voice or gender) that are characteristic of a grammatical element (such as a phoneme or morpheme) : one that is distinctive : a special attraction: such as : a featured motion picture : a featured article, story, or department in a newspaper or magazine : something offered to the public or advertised as particularly attractive"
"featuring",": the structure, form, or appearance especially of a person : physical beauty : the makeup or appearance of the face or its parts : a part of the face : LINEAMENT : a prominent part or characteristic : any of the properties (such as voice or gender) that are characteristic of a grammatical element (such as a phoneme or morpheme) : one that is distinctive : a special attraction: such as : a featured motion picture : a featured article, story, or department in a newspaper or magazine : something offered to the public or advertised as particularly attractive"
"fecal",": of, relating to, or constituting feces"
"feces",": bodily waste discharged through the anus : EXCREMENT"
"federal",": of or constituting a form of government in which power is distributed between a central authority and a number of constituent territorial units : of or relating to the central government of a federation as distinguished from the governments of the constituent units : formed by a compact between political units that surrender their individual sovereignty to a central authority but retain limited residuary powers of government : of, relating to, or loyal to the federal government or the Union armies of the U.S. in the American Civil War : being or belonging to a style of architecture and decoration current in the U.S. following the American Revolution : advocating or friendly to the principle of a federal government with strong centralized powers : of or relating to the American Federalists : of or relating to a compact or treaty"
"federalist",": an advocate of federalism: such as : an advocate of a federal union between the American colonies after the Revolution and of the adoption of the U.S. Constitution : WORLD FEDERALIST : a member of a major political party in the early years of the U.S. favoring a strong centralized national government"
"federally",": of or constituting a form of government in which power is distributed between a central authority and a number of constituent territorial units : of or relating to the central government of a federation as distinguished from the governments of the constituent units : formed by a compact between political units that surrender their individual sovereignty to a central authority but retain limited residuary powers of government : of, relating to, or loyal to the federal government or the Union armies of the U.S. in the American Civil War : being or belonging to a style of architecture and decoration current in the U.S. following the American Revolution : advocating or friendly to the principle of a federal government with strong centralized powers : of or relating to the American Federalists : of or relating to a compact or treaty"
"federation",": an encompassing political or societal entity formed by uniting smaller or more localized entities: such as : a federal government : a union of organizations : the act of creating or becoming a federation : the forming of a federal union"
"fedora",": a low soft felt hat with the crown creased lengthwise"
"fee",": an estate in land held in feudal law from a lord on condition of homage and service : a piece of land so held : an inherited or heritable estate in land : a fixed charge : a sum paid or charged for a service"
"feeble",": markedly lacking in strength : indicating weakness : deficient in qualities or resources that indicate vigor, authority, force, or efficiency : INADEQUATE, INFERIOR"
"feed",": to give food to : to give as food : to furnish something essential to the development, sustenance, maintenance, or operation of : to supply (material to be operated on) to a machine : to insert and deposit (something) repeatedly or continuously : to insert and deposit something into (something) : to produce or provide food for : SATISFY, GRATIFY : SUPPORT, ENCOURAGE : to supply for use or consumption : CHANNEL, ROUTE : to supply (a signal) to an electronic circuit : to send (as by wire or satellite) to a transmitting station for broadcast : to supply (a fellow actor) with cues and situations that make a role more effective : to pass a ball or puck to (a teammate) especially for a shot at the goal"
"feedback",": the transmission of evaluative or corrective information about an action, event, or process to the original or controlling source : the information so transmitted : the partial reversion (see REVERSION sense 3a) of the effects of a process to its source or to a preceding stage : the return to the input of a part of the output of a machine, system, or process (as for producing changes in an electronic circuit that improve performance or in an automatic control device that provide self-corrective action) : a rumbling, whining, or whistling sound resulting from an amplified or broadcast signal (such as music or speech) that has been returned as input and retransmitted"
"feeder",": one that feeds: such as : one that fattens livestock for slaughter : a device or apparatus for supplying food : one that eats or takes nourishment : an animal being fattened or one suitable for fattening : one that supplies, replenishes, or connects : TRIBUTARY sense 1 : a heavy wire conductor supplying electricity at some point of an electric distribution system (as from a substation) : BRANCH : a branch transportation line : a road that provides access to a major artery"
"feeders",": one that feeds: such as : one that fattens livestock for slaughter : a device or apparatus for supplying food : one that eats or takes nourishment : an animal being fattened or one suitable for fattening : one that supplies, replenishes, or connects : TRIBUTARY sense 1 : a heavy wire conductor supplying electricity at some point of an electric distribution system (as from a substation) : BRANCH : a branch transportation line : a road that provides access to a major artery"
"feeding",": the act or process of eating or being fed : an instance of feeding"
"feeds",": to give food to : to give as food : to furnish something essential to the development, sustenance, maintenance, or operation of : to supply (material to be operated on) to a machine : to insert and deposit (something) repeatedly or continuously : to insert and deposit something into (something) : to produce or provide food for : SATISFY, GRATIFY : SUPPORT, ENCOURAGE : to supply for use or consumption : CHANNEL, ROUTE : to supply (a signal) to an electronic circuit : to send (as by wire or satellite) to a transmitting station for broadcast : to supply (a fellow actor) with cues and situations that make a role more effective : to pass a ball or puck to (a teammate) especially for a shot at the goal"
"feel",": to handle or touch in order to examine, test, or explore some quality : to perceive by a physical sensation coming from discrete end organs (as of the skin or muscles) : to undergo passive experience of : to have one's sensibilities markedly affected by : to ascertain by cautious trial : to be aware of by instinct or inference : BELIEVE, THINK : to understand (someone) : to know how (someone) feels"
"feeling",": the one of the basic physical senses of which the skin contains the chief end organs and of which the sensations of touch and temperature are characteristic : TOUCH : a sensation experienced through this sense : generalized bodily consciousness or sensation : appreciative or responsive awareness or recognition : an emotional state or reaction : susceptibility to impression : SENSITIVITY : the undifferentiated background of one's awareness considered apart from any identifiable sensation, perception, or thought : the overall quality of one's awareness : conscious recognition : SENSE : often unreasoned opinion or belief : SENTIMENT : PRESENTIMENT : capacity to respond emotionally especially with the higher emotions : the character ascribed to something : ATMOSPHERE : the quality of a work of art that conveys the emotion of the artist : sympathetic aesthetic response : FEEL sense 4"
"feelings",": the one of the basic physical senses of which the skin contains the chief end organs and of which the sensations of touch and temperature are characteristic : TOUCH : a sensation experienced through this sense : generalized bodily consciousness or sensation : appreciative or responsive awareness or recognition : an emotional state or reaction : susceptibility to impression : SENSITIVITY : the undifferentiated background of one's awareness considered apart from any identifiable sensation, perception, or thought : the overall quality of one's awareness : conscious recognition : SENSE : often unreasoned opinion or belief : SENTIMENT : PRESENTIMENT : capacity to respond emotionally especially with the higher emotions : the character ascribed to something : ATMOSPHERE : the quality of a work of art that conveys the emotion of the artist : sympathetic aesthetic response : FEEL sense 4"
"feels",": to handle or touch in order to examine, test, or explore some quality : to perceive by a physical sensation coming from discrete end organs (as of the skin or muscles) : to undergo passive experience of : to have one's sensibilities markedly affected by : to ascertain by cautious trial : to be aware of by instinct or inference : BELIEVE, THINK : to understand (someone) : to know how (someone) feels"
"fees",": an estate in land held in feudal law from a lord on condition of homage and service : a piece of land so held : an inherited or heritable estate in land : a fixed charge : a sum paid or charged for a service"
"feet","Definition not found"
"fei",": a wild banana (Musa fehi) widely cultivated in Polynesia and distinguished by an upright fruiting stalk bearing large thick fruits that have reddish orange or yellow skin and are edible only when cooked"
"feign",": to give a false appearance of : induce as a false impression : to assert as if true : PRETEND : INVENT, IMAGINE : to give fictional representation to : DISGUISE, CONCEAL"
"feisty",": full of nervous energy : FIDGETY : TOUCHY, QUARRELSOME : exuberantly frisky : having or showing a lively aggressiveness : SPUNKY"
"felicity",": the quality or state of being happy : great happiness : an instance of happiness : something that causes happiness : a pleasing manner or quality especially in art or language : an apt expression"
"feline",": of, relating to, or affecting cats or the cat family : resembling a cat: such as : sleekly graceful : SLY, TREACHEROUS : STEALTHY"
"fell",": SKIN, HIDE, PELT : a thin tough membrane covering a carcass directly under the hide"
"fella",": FELLOW sense 4c, MAN sense 1a(1)"
"fellas",": FELLOW sense 4c, MAN sense 1a(1)"
"fellow",": COMRADE, ASSOCIATE : an equal in rank, power, or character : PEER : one of a pair : MATE : a member of a group having common characteristics : a member of an incorporated literary or scientific society : a person of one of the lower social classes : a worthless man or boy : MAN, BOY : BOYFRIEND, BEAU : an incorporated member of a college or collegiate foundation especially in a British university : a person appointed to a position granting a stipend and allowing for advanced study or research"
"fellows",": COMRADE, ASSOCIATE : an equal in rank, power, or character : PEER : one of a pair : MATE : a member of a group having common characteristics : a member of an incorporated literary or scientific society : a person of one of the lower social classes : a worthless man or boy : MAN, BOY : BOYFRIEND, BEAU : an incorporated member of a college or collegiate foundation especially in a British university : a person appointed to a position granting a stipend and allowing for advanced study or research"
"fellowship",": COMPANIONSHIP, COMPANY : community of interest, activity, feeling, or experience : the state of being a fellow or associate : a company of equals or friends : ASSOCIATION : the quality or state of being comradely : MEMBERSHIP, PARTNERSHIP : the position of a fellow (as of a university) : the stipend of a fellow : a foundation for the providing of such a stipend"
"fellowships",": COMPANIONSHIP, COMPANY : community of interest, activity, feeling, or experience : the state of being a fellow or associate : a company of equals or friends : ASSOCIATION : the quality or state of being comradely : MEMBERSHIP, PARTNERSHIP : the position of a fellow (as of a university) : the stipend of a fellow : a foundation for the providing of such a stipend"
"felon",": one who has committed a felony : VILLAIN : a painful abscess of the deep tissues of the palmar surface of the fingertip that is typically caused by bacterial infection (as with a staphylococcus) and is marked by swelling and pain
compare WHITLOW sense 1"
"felony",": a grave crime formerly differing from a misdemeanor (see MISDEMEANOR sense 1) under English common law by involving forfeiture in addition to any other punishment : a grave crime (such as murder or rape) declared to be a felony by the common law or by statute regardless of the punishment actually imposed : a crime declared a felony by statute because of the punishment imposed : a crime for which the punishment in federal law may be death or imprisonment for more than one year : an act on the part of a feudal vassal (see VASSAL sense 1) involving the forfeiture of his fee"
"felt",": a cloth made of wool and fur often mixed with natural or synthetic fibers through the action of heat, moisture, chemicals, and pressure : a firm woven cloth of wool or cotton heavily napped and shrunk : an article made of felt : a material resembling felt: such as : a heavy paper of organic or asbestos fibers impregnated with asphalt and used in building construction : semirigid pressed fiber insulation used in building"
"female",": of, relating to, or being the sex that typically has the capacity to bear young or produce eggs : having or producing only pistils or pistillate flowers : having a gender identity that is the opposite of male : made up of usually adult members of the female sex : consisting of females : characteristic of girls, women, or the female sex : exhibiting femaleness : designed for or typically used by girls or women : engaged in or exercised by girls or women : having a quality (such as small size or delicacy of sound) sometimes associated with the female sex : having an unstressed final syllable : FEMININE sense 4b : designed with a hollow or groove into which a corresponding male part fits"
